id1	id2	promoterdis	length1	length2	overlap	goverlap	sin1	sin2	sin3	snuc	sex	asex
AT2G47900	AT2G47895	3309	2327	1002	18	D	1	0	1	1	0.698472972878166	0.0228636230611648
AT1G03550	AT1G03545	2015	2334	2032	2015	C	0	1	1	1	1.2011470998221	0.0227293906932237
AT5G52100	AT5G07885	1985	2140	2106	1985	D	0	0	1	1	0	0.0222320621656882
AT5G64570	AT5G64572	3037	3183	1436	1435	A	1	0	1	1	1.32516087843814	0.0220569265535952
AT3G05900	AT3G05905	3080	2762	3308	2761	B	1	1	1	1	0.414370863777109	0.0220302867812659
AT5G19220	AT5G19221	2866	2985	2386	2385	A	1	0	1	1	0.0671187998426351	0.0216622436391013
AT1G55265	AT1G08043	927	688	918	677	C	0	0	1	1	0.0920013477738042	0.0173637094310941
AT3G52610	AT3G52605	852	2161	998	852	D	1	0	1	1	0.0970135998774099	0.0168630778400289
AT4G26510	AT4G26488	5	6676	1540	5	D	0	1	1	1	0.137492046281048	0.0167485671600795
AT4G26490	AT4G26488	1283	1032	1540	1031	B	0	1	1	1	0.0050491993989433	0.0167485671600795
AT1G17860	AT1G05347	888	715	885	710	C	0	0	1	1	0.421455724763765	0.0153555107857108
AT1G07120	AT1G07119	2309	1869	3624	1868	B	1	0	1	1	0	0.0152302973258644
AT3G11570	AT3G02465	1391	2521	475	474	A	0	0	1	1	0.0465692708655413	0.0152052022141705
AT1G10120	AT1G04773	1008	2918	741	740	A	0	0	0	1	0.974031341495059	0.0151668658581716
AT4G22370	AT4G07085	1304	1434	578	577	A	0	0	0	1	0	0.0150360345618657
AT2G19580	AT2G19582	1548	3020	1617	1548	C	0	0	1	1	0.294691330775972	0.0150293067824117
AT1G67330	AT1G67328	1188	1116	1438	1115	B	1	0	1	1	0.132430818961051	0.0150099440879583
AT4G31250	AT4G31248	2805	3013	1672	1671	A	0	1	1	1	0.122337544407656	0.0146354599632357
AT4G21065	AT4G06980	33	2018	568	33	D	0	0	1	1	0.00401346464450926	0.0145399486922121
AT4G03140	AT4G04435	1398	1722	936	935	A	0	0	1	1	0.0874459782218238	0.0143836877473994
AT5G67490	AT5G67488	1080	800	1000	718	D	1	1	1	1	0.429864084314544	0.0134561991307873
AT2G26690	AT2G26692	476	3745	777	476	C	1	0	1	1	0.342805142901715	0.0128080496030145
AT1G01725	AT1G04047	704	938	451	450	A	0	0	1	1	0.153349893240718	0.0127746706527792
AT2G33810	AT2G33815	1052	1072	1046	1045	A	0	0	0	1	0	0.0126099835943018
AT5G10695	AT5G01815	357	445	441	357	D	0	0	1	1	0.177723167471597	0.0122153816085214
AT1G28680	AT1G28685	1454	1724	1721	1454	D	1	1	1	1	0.651458079285201	0.011692882154844
AT5G44566	AT5G44569	497	180	705	179	B	0	0	1	1	0	0.0107959877661705
AT5G41860	AT5G06235	878	768	853	741	C	0	0	1	1	0.0356794644387811	0.00995746476131907
AT3G46845	AT3G07555	1102	1408	563	562	A	0	0	1	1	0.395420309758577	0.00916304726299778
AT2G35660	AT2G08740	1636	2003	297	296	A	0	0	1	1	0.0209788036416872	0.00909933942742898
AT2G02720	AT2G04285	1713	2101	790	789	A	0	0	0	1	0	0.00886758306667022
AT1G09860	AT1G04743	1102	1396	1030	1029	A	0	0	1	1	0	0.00863211232104552
AT2G37360	AT2G37362	2278	2417	2523	2278	C	1	0	1	1	0.046311423476954	0.00833890650251251
AT4G30662	AT4G08315	475	882	454	453	A	0	0	1	1	0	0.00793256371133285
AT3G21215	AT3G04065	4183	3862	593	270	D	0	0	1	1	1.64002801824394	0.00765693852626904
AT4G21310	AT4G06995	696	1038	458	457	A	0	0	1	1	0	0.00710328676181756
AT4G17280	AT4G06685	697	1544	655	654	A	0	0	1	1	0.195882060075943	0.00676300651634468
AT5G59450	AT5G08920	1611	2324	1587	1586	A	0	0	1	1	0.476400909347499	0.00657137299638837
AT4G37890	AT4G37895	1539	2352	1634	1539	C	0	0	1	1	0.108394672999223	0.00644160555730195
AT4G25720	AT4G25719	2806	2783	1230	1205	D	1	1	1	1	0.441697190741657	0.00634228377075225
AT2G45530	AT2G09640	1428	948	1256	774	C	0	0	1	1	0.0626849205155208	0.00629325462604606
AT3G15518	AT3G03125	288	556	595	288	D	0	0	1	1	0.0533945744665059	0.00620401146647432
AT2G14120	AT2G14115	6841	6014	844	15	D	1	1	1	1	0.759806723905724	0.00583024087640181
AT1G71480	AT1G09253	407	1247	397	396	A	0	0	1	1	0.00317685420272396	0.00558869372428963
AT3G02910	AT3G01205	1119	966	1171	965	B	0	0	1	1	0.588863206644881	0.00507590766111819
AT1G11090	AT1G04837	1164	1146	1243	1145	B	0	0	1	1	0.0729250979867361	0.0050491993989433
AT4G26540	AT4G26542	2691	3585	2764	2691	C	1	1	1	1	0.606385172903227	0.00497626322441952
AT5G47640	AT5G07015	362	1039	441	362	D	0	0	1	1	0.125224345815582	0.00440476630952821
AT3G63470	AT3G09965	1895	2487	462	461	A	0	0	1	1	0.117022033527533	0.00412745583622255
AT3G17890	AT3G03595	1218	1315	241	240	A	0	0	0	1	0.0978690084784433	0.00394338329705939
AT5G59660	AT5G59662	4880	4330	1389	837	C	0	0	1	1	0.137059648350639	0.003698662563617
AT2G37340	AT2G08865	1303	2555	852	851	A	0	0	0	1	1.22570631007362	0.00363467186182431
AT5G28919	AT5G04905	1593	1548	1859	1547	B	0	0	1	1	0.195004518937899	0.00331485302770388
AT1G74420	AT1G09453	2241	2195	934	886	D	0	0	1	1	0	0.00323803158764574
AT1G32460	AT1G06573	1083	1047	1023	985	C	0	0	1	1	1.02550105058744	0.00306348052438209
AT1G04220	AT1G04247	2561	3005	2302	2301	A	0	0	1	1	0.571634617444887	0.00283972180273131
AT1G05835	AT1G04433	467	568	331	330	A	0	0	0	1	0.0115910850646551	0.00278418221480789
AT2G17972	AT2G07015	515	674	505	504	A	0	0	1	1	0.00238874480776457	0.00195499217025636
AT2G07785	AT2G05255	482	902	333	332	A	0	0	0	1	0.0282287212862744	0.00142491875113281
AT1G68940	AT1G09023	4750	4623	4943	4622	B	0	0	1	1	0.108068463866128	0.00133450235739841
AT2G01870	AT2G04145	230	936	280	230	C	0	0	1	1	0	0
AT5G20650	AT5G03185	280	624	266	265	A	0	0	1	1	1.61941430841756	0
AT1G71430	AT1G09247	281	713	310	281	D	0	0	1	1	0.0386261999482252	0
AT1G48960	AT1G07513	337	1250	369	337	D	0	0	1	1	0.100203663934002	0
AT5G03190	AT5G00905	345	2009	201	200	A	0	0	0	1	0.289849312372968	0
AT3G14467	AT3G02945	346	387	346	345	A	0	0	0	1	0.00154522439130521	0
AT2G47480	AT2G09905	365	792	335	334	A	0	0	1	1	0.00141423112496429	0
AT5G06190	AT5G01205	376	994	205	204	A	0	0	0	1	0.0820270885424631	0
AT3G05010	AT3G01545	391	2191	435	391	D	0	0	1	1	0.192984473386745	0
AT1G03660	AT1G04203	418	2499	206	205	A	0	0	0	1	0.0479175052230081	0
AT1G02430	AT1G04123	445	1283	304	303	A	0	0	1	1	0	0
AT3G07120	AT3G01935	457	1264	503	457	D	0	0	1	1	0.00184781752086466	0
AT1G59850	AT1G08273	466	1753	495	466	C	0	0	0	1	0	0
AT3G22210	AT3G04255	468	684	253	252	A	0	0	1	1	0.00246686783505228	0
AT4G01026	AT4G03845	469	1365	269	268	A	0	0	0	1	0.0920085167172204	0
AT1G22500	AT1G05753	532	1376	548	532	D	0	0	1	1	0.171054649878575	0
AT4G33240	AT4G08775	545	9116	387	386	A	0	0	1	1	0.594304464691462	0
AT1G74360	AT1G09437	561	3986	327	326	A	0	0	0	1	0.108588050202088	0
AT1G70340	AT1G09167	566	2712	299	298	A	0	0	1	1	0.00884426661572369	0
AT5G16560	AT5G02555	569	4904	435	434	A	0	0	1	1	0.2174812687598	0
AT1G78040	AT1G09773	576	2645	841	576	D	0	0	1	1	3.09470425213972	0
AT1G50900	AT1G07693	579	926	281	280	A	0	0	0	1	0.0375404228710965	0
AT5G58320	AT5G08830	588	2659	241	240	A	0	0	0	1	0.749934457076366	0
AT3G51970	AT3G08215	589	1244	236	235	A	0	0	1	1	0.0139914104613576	0
AT1G49360	AT1G07547	601	2235	591	590	A	0	0	1	1	0.363073735403434	0
AT1G06460	AT1G04467	625	2393	472	471	A	0	0	0	1	0.0200201191719859	0
AT4G22235	AT4G22233	625	704	1022	625	D	0	0	1	1	0.0319856752667298	0
AT5G56220	AT5G08445	670	4073	633	632	A	0	0	1	1	0.257319841957153	0
AT3G19000	AT3G19002	696	1511	1482	696	C	1	0	1	1	0.238813690645498	0
AT1G55190	AT1G08037	703	803	782	703	D	0	0	1	1	0.219405410089334	0
AT2G41110	AT2G09225	705	1117	609	608	A	0	0	1	1	1.13851000313495	0
AT4G02040	AT4G04055	706	801	782	706	D	0	0	1	1	0.0243482765986127	0
AT4G12050	AT4G05945	717	2515	207	206	A	0	0	1	1	0.208716495104352	0
AT3G58540	AT3G09135	720	830	271	270	A	0	0	0	1	0.0169278460398194	0
AT2G38340	AT2G08960	721	1220	205	204	A	0	0	0	1	0.00259144228015823	0
AT3G55310	AT3G08470	734	1283	329	328	A	0	0	1	1	0.0349010070014871	0
AT2G47380	AT2G09885	739	1125	769	739	D	0	0	1	1	1.18469762509461	0
AT4G01575	AT4G03895	739	740	799	739	B	0	0	1	1	0.02850259535312	0
AT4G01897	AT4G04005	754	1140	392	391	A	0	0	0	1	0.262503020781925	0
AT4G21550	AT4G07020	755	5711	309	308	A	0	0	0	1	0.0207897980935184	0
AT3G49670	AT3G49668	765	3366	757	756	A	1	1	1	1	0.160123307306326	0
AT2G37550	AT2G37555	795	2414	1558	795	C	1	1	1	1	0.735963327079926	0
AT2G16365	AT2G06615	798	5401	204	203	A	0	0	1	1	0.409916796860108	0
AT5G23230	AT5G03585	811	780	1099	779	B	0	0	1	1	0.0347217281423806	0
AT1G50010	AT1G07603	817	2311	600	599	A	0	0	1	1	1.88748204709063	0
AT1G29050	AT1G06217	837	2889	432	431	A	0	0	0	1	1.07226111135643	0
AT3G58710	AT3G09145	848	1859	345	344	A	0	0	1	1	1.04774675781835	0
AT3G12500	AT3G12502	860	1568	1099	860	C	0	0	1	1	0.435091450377566	0
AT1G09610	AT1G04707	864	1070	874	864	D	0	0	0	1	0	0
AT1G18390	AT1G18382	883	4225	860	859	A	0	0	1	1	0.408468616111663	0
AT3G29637	AT3G05855	923	1016	334	333	A	0	0	0	1	0	0
AT1G77990	AT1G77992	941	5586	948	941	C	0	0	1	1	0.033094829925669	0
AT3G62580	AT3G09795	946	994	387	386	A	0	0	1	1	0.636141622015539	0
AT5G39670	AT5G05995	951	889	936	872	C	0	0	1	1	0.0617096576427112	0
AT4G36770	AT4G09385	968	1552	620	619	A	0	0	0	1	0	0
AT3G16240	AT3G03265	973	1471	445	444	A	0	0	1	1	1.43684686401422	0
AT1G79700	AT1G09907	1014	3363	355	354	A	0	0	0	1	0.261252578124404	0
AT1G23830	AT1G05837	1019	1129	1005	1004	A	0	0	1	1	0.0250871685627013	0
AT5G25460	AT5G03985	1024	2258	1377	1024	D	0	0	0	1	1.49069107027654	0
AT2G41180	AT2G41178	1038	920	1361	919	B	0	0	1	1	0.00181907978211062	0
AT3G05880	AT3G01795	1038	1428	262	261	A	0	0	1	1	4.74087802414308	0
AT1G26100	AT1G05977	1044	1477	472	471	A	0	0	1	1	0.0744538926649015	0
AT1G08315	AT1G04647	1050	1093	1108	1050	C	0	0	1	1	0.131721087793017	0
AT1G56010	AT1G08087	1077	2561	809	808	A	0	0	0	1	0.769163786626793	0
AT1G74660	AT1G09497	1120	2818	248	247	A	0	0	0	1	0.79932839559995	0
AT2G34180	AT2G08655	1124	1722	665	664	A	0	0	0	1	0.00230287425189691	0
AT5G18470	AT5G02895	1127	1339	1169	1127	D	0	0	1	1	0.0646651121641803	0
AT2G22850	AT2G07850	1139	2334	856	855	A	0	0	1	1	0.0772240980990326	0
AT1G75440	AT1G09553	1172	1595	390	389	A	0	0	1	1	0.836967537507931	0
AT4G15820	AT4G06340	1203	2219	1193	1192	A	0	0	0	1	0.175014740857818	0
AT2G40815	AT2G09200	1262	1655	587	586	A	0	0	1	1	0.0202946134285782	0
AT4G16680	AT4G06415	1262	4334	467	466	A	0	0	1	1	0.397881083744916	0
AT2G35860	AT2G35859	1287	2298	1764	1287	D	0	1	1	1	0.709270736701655	0
AT4G34131	AT4G08935	1292	1761	283	282	A	0	0	1	1	0.140463047027727	0
AT1G06923	AT1G04533	1303	901	560	156	C	0	0	1	1	0.0586289923654873	0
AT1G16890	AT1G05277	1321	2055	729	728	A	0	0	0	1	1.38964047295226	0
AT1G52580	AT1G07823	1321	1450	1307	1306	A	0	0	0	1	0	0
AT3G59940	AT3G09275	1377	1449	1389	1377	D	0	0	1	1	0.114754087894249	0
AT5G06860	AT5G06865	1395	1188	1550	1187	B	1	1	1	1	0.271792324842183	0
AT3G51240	AT3G51238	1407	1378	1670	1377	B	1	1	1	1	1.04542402146611	0
AT3G17800	AT3G03535	1434	1893	597	596	A	0	0	1	1	0.505657954020698	0
AT2G47580	AT2G09945	1435	1685	1034	1033	A	0	0	1	1	0.20370763915902	0
AT1G20520	AT1G20515	1489	696	1981	695	B	0	0	1	1	0	0
AT3G01200	AT3G01202	1512	1769	1562	1512	C	1	0	1	1	0.313711669118849	0
AT4G36810	AT4G36808	1528	1798	1650	1528	D	1	1	1	1	0.113071406344118	0
AT4G11660	AT4G05910	1531	2080	352	351	A	0	0	0	1	0.127887614456632	0
AT3G21780	AT3G21781	1615	1616	1616	1615	E	0	0	1	1	0	0
AT3G45600	AT3G07205	1633	2079	1069	1068	A	0	0	0	1	1.04250336792767	0
AT4G38250	AT4G09695	1641	1576	1642	1575	B	0	0	1	1	0.534609505586697	0
AT1G53480	AT1G07887	1645	1666	1039	1038	A	0	0	1	1	0.401050925132864	0
AT4G13510	AT4G13505	1708	1703	1892	1702	B	0	0	1	1	0.348419519340874	0
AT2G43350	AT2G09455	1777	1956	381	380	A	0	0	1	1	0.445306229049978	0
